ID,指标名称,日期,开盘价,最高价,最低价,收盘价,结算价,成交量,持仓量,
4831,CZCE：PX：10合约,2024/07/10,8538,8552,8492,8506,8520,6170,30917,
4832,CZCE：PX：10合约,2024/07/11,8522,8572,8510,8564,8546,4891,32750,
4833,CZCE：PX：10合约,2024/07/12,8566,8578,8508,8538,8526,5626,34145,
4834,CZCE：PX：10合约,2024/07/15,8518,8568,8438,8448,8470,7424,34968,
4835,CZCE：PX：10合约,2024/07/16,8422,8464,8368,8408,8420,5944,35969,
4836,CZCE：PX：10合约,2024/07/17,8402,8436,8366,8402,8406,8488,37732,
4837,CZCE：PX：10合约,2024/07/18,8392,8456,8392,8436,8426,6999,37961,
4838,CZCE：PX：10合约,2024/07/19,8436,8440,8394,8398,8408,5096,36902,
4839,CZCE：PX：10合约,2024/07/22,8408,8426,8354,8362,8380,7945,37931,
4840,CZCE：PX：10合约,2024/07/23,8336,8396,8336,8358,8366,7658,37748,
4841,CZCE：PX：10合约,2024/07/24,8354,8356,8296,8332,8320,7750,37647,
4842,CZCE：PX：10合约,2024/07/25,8344,8350,8250,8260,8292,4128,37444,
4843,CZCE：PX：10合约,2024/07/26,8266,8346,8202,8332,8284,5652,37274,
4844,CZCE：PX：10合约,2024/07/29,8302,8332,8262,8324,8300,5849,37670,
4845,CZCE：PX：10合约,2024/07/30,8318,8326,8208,8220,8258,6226,39005,
4846,CZCE：PX：10合约,2024/07/31,8218,8356,8206,8340,8288,7776,39281,
4847,CZCE：PX：10合约,2024/08/01,8358,8408,8330,8396,8372,7408,39966,
4848,CZCE：PX：10合约,2024/08/02,8396,8396,8322,8322,8358,7488,42259,
4849,CZCE：PX：10合约,2024/08/05,8270,8300,8152,8166,8220,14477,46250,
4850,CZCE：PX：10合约,2024/08/06,8120,8192,8088,8088,8138,12931,46367,
4851,CZCE：PX：10合约,2024/08/07,8082,8096,7998,8070,8052,13139,46871,
4852,CZCE：PX：10合约,2024/08/08,8106,8146,8034,8056,8076,7694,47342,
4853,CZCE：PX：10合约,2024/08/09,8082,8082,7906,8004,7984,19308,49628,
4854,CZCE：PX：10合约,2024/08/12,8016,8064,7974,8058,8016,11986,49547,
4855,CZCE：PX：10合约,2024/08/13,8014,8130,8014,8090,8090,11979,47717,
4856,CZCE：PX：10合约,2024/08/14,8082,8104,8014,8022,8050,12307,46186,
4857,CZCE：PX：10合约,2024/08/15,8006,8020,7702,7924,7858,27844,45807,
4858,CZCE：PX：10合约,2024/08/16,7922,8002,7878,7932,7948,13278,44986,
4859,CZCE：PX：10合约,2024/08/19,7870,7904,7696,7714,7810,15581,44058,
4860,CZCE：PX：10合约,2024/08/20,7692,7758,7614,7698,7684,14015,43636,
4861,CZCE：PX：10合约,2024/08/21,7720,7768,7654,7742,7718,13803,41688,
4862,CZCE：PX：10合约,2024/08/22,7752,7780,7592,7602,7696,15977,38351,
4863,CZCE：PX：10合约,2024/08/23,7612,7670,7558,7642,7624,16477,33609,
4864,CZCE：PX：10合约,2024/08/26,7652,7790,7652,7780,7720,17028,28736,
4865,CZCE：PX：10合约,2024/08/27,7832,7866,7740,7776,7794,18526,24125,
4866,CZCE：PX：10合约,2024/08/28,7774,7774,7654,7690,7696,15712,19967,
4867,CZCE：PX：10合约,2024/08/29,7670,7686,7610,7626,7640,13861,15855,
4868,CZCE：PX：10合约,2024/08/30,7630,7710,7614,7638,7658,11238,11404,
4869,CZCE：PX：10合约,2024/09/02,7636,7654,7272,7282,7448,6615,11288,
4870,CZCE：PX：10合约,2024/09/03,7280,7352,7260,7316,7310,5789,9897,
4871,CZCE：PX：10合约,2024/09/04,7236,7248,7082,7170,7156,3177,8799,
4872,CZCE：PX：10合约,2024/09/05,7208,7262,7056,7068,7158,4780,7299,
4873,CZCE：PX：10合约,2024/09/06,7102,7168,6938,7076,7054,2990,6792,
4874,CZCE：PX：10合约,2024/09/09,7060,7068,6782,6884,6924,2609,5422,
4875,CZCE：PX：10合约,2024/09/10,6872,6876,6600,6602,6780,1091,4800,
4876,CZCE：PX：10合约,2024/09/11,6602,6740,6426,6740,6570,1233,4117,
4877,CZCE：PX：10合约,2024/09/12,6732,6830,6592,6818,6732,1967,3768,
4878,CZCE：PX：10合约,2024/09/13,6792,6888,6756,6790,6804,983,3232,
4879,CZCE：PX：10合约,2024/09/18,6770,6770,6608,6612,6666,297,3049,
4880,CZCE：PX：10合约,2024/09/19,6630,6792,6504,6774,6648,509,2751,
4881,CZCE：PX：10合约,2024/09/20,6780,6782,6692,6692,6748,60,2725,
4882,CZCE：PX：10合约,2024/09/23,6696,6728,6618,6646,6698,270,2526,
4883,CZCE：PX：10合约,2024/09/24,6622,6834,6620,6800,6700,1035,1506,
4884,CZCE：PX：10合约,2024/09/25,6798,6984,6588,6822,6826,449,1246,
4885,CZCE：PX：10合约,2024/09/26,6798,6850,6680,6742,6790,45,1222,
4886,CZCE：PX：10合约,2024/09/27,6700,6922,6700,6922,6790,257,1043,
4887,CZCE：PX：10合约,2024/09/30,6800,7402,6800,7188,7222,268,987,
4888,CZCE：PX：10合约,2024/10/08,7402,7402,7402,7402,7402,679,0,
4889,CZCE：PX：10合约,2024/10/09,#N/A,#N/A,#N/A,#N/A,7220,0,0,
4890,CZCE：PX：10合约,2024/10/10,#N/A,#N/A,#N/A,#N/A,7114,0,0,
4891,CZCE：PX：10合约,2024/10/11,#N/A,#N/A,#N/A,#N/A,7168,0,0,
4892,CZCE：PX：10合约,2024/10/14,#N/A,#N/A,#N/A,#N/A,7140,0,0,
4893,CZCE：PX：10合约,2024/10/15,#N/A,#N/A,#N/A,#N/A,6984,0,0,
4894,CZCE：PX：10合约,2024/10/16,#N/A,#N/A,#N/A,#N/A,6888,0,0,
4895,CZCE：PX：10合约,2024/10/17,#N/A,#N/A,#N/A,#N/A,6804,0,0,
4896,CZCE：PX：10合约,2024/10/18,#N/A,#N/A,#N/A,#N/A,6782,0,0,
4897,CZCE：PX：10合约,2024/10/21,#N/A,#N/A,#N/A,#N/A,6742,0,0,
4898,CZCE：PX：10合约,2024/10/22,#N/A,#N/A,#N/A,#N/A,7308,0,0,
4899,CZCE：PX：10合约,2024/10/23,#N/A,#N/A,#N/A,#N/A,7308,0,0,
4900,CZCE：PX：10合约,2024/10/24,#N/A,#N/A,#N/A,#N/A,7308,0,0,
4901,CZCE：PX：10合约,2024/10/25,7464,7464,7464,7464,7464,1,1,
4902,CZCE：PX：10合约,2024/10/28,#N/A,#N/A,#N/A,#N/A,7414,0,1,
4903,CZCE：PX：10合约,2024/10/29,#N/A,#N/A,#N/A,#N/A,7226,0,1,
4904,CZCE：PX：10合约,2024/10/30,7102,7404,6724,7226,7100,26,1,
4905,CZCE：PX：10合约,2024/10/31,#N/A,#N/A,#N/A,#N/A,7172,0,1,
4906,CZCE：PX：10合约,2024/11/01,#N/A,#N/A,#N/A,#N/A,7204,0,1,
4907,CZCE：PX：10合约,2024/11/04,#N/A,#N/A,#N/A,#N/A,7240,0,1,
4908,CZCE：PX：10合约,2024/11/05,#N/A,#N/A,#N/A,#N/A,7240,0,1,
4909,CZCE：PX：10合约,2024/11/06,#N/A,#N/A,#N/A,#N/A,7240,0,1,
4910,CZCE：PX：10合约,2024/11/07,#N/A,#N/A,#N/A,#N/A,7252,0,1,
4911,CZCE：PX：10合约,2024/11/08,7394,7394,7342,7342,7368,2,1,
4912,CZCE：PX：10合约,2024/11/11,#N/A,#N/A,#N/A,#N/A,7312,0,1,
4913,CZCE：PX：10合约,2024/11/12,#N/A,#N/A,#N/A,#N/A,7230,0,1,
4914,CZCE：PX：10合约,2024/11/13,#N/A,#N/A,#N/A,#N/A,7230,0,1,
4915,CZCE：PX：10合约,2024/11/14,#N/A,#N/A,#N/A,#N/A,7196,0,1,
4916,CZCE：PX：10合约,2024/11/15,7094,7094,7094,7094,7094,1,2,
4917,CZCE：PX：10合约,2024/11/18,7118,7118,7118,7118,7118,1,1,
4918,CZCE：PX：10合约,2024/11/19,#N/A,#N/A,#N/A,#N/A,7118,0,1,
4919,CZCE：PX：10合约,2024/11/20,7240,7240,7152,7152,7196,2,1,
4920,CZCE：PX：10合约,2024/11/21,7316,7316,7156,7208,7228,3,3,
4921,CZCE：PX：10合约,2024/11/22,7278,7278,7278,7278,7278,1,2,
4922,CZCE：PX：10合约,2024/11/25,7216,7356,7074,7202,7224,24,9,
4923,CZCE：PX：10合约,2024/11/26,#N/A,#N/A,#N/A,#N/A,7136,0,9,
4924,CZCE：PX：10合约,2024/11/27,7078,7080,7078,7080,7080,2,10,
4925,CZCE：PX：10合约,2024/11/28,#N/A,#N/A,#N/A,#N/A,7076,0,10,
4926,CZCE：PX：10合约,2024/11/29,#N/A,#N/A,#N/A,#N/A,7086,0,10,
4927,CZCE：PX：10合约,2024/12/02,#N/A,#N/A,#N/A,#N/A,7086,0,10,
4928,CZCE：PX：10合约,2024/12/03,7086,7086,7086,7086,7086,1,9,
4929,CZCE：PX：10合约,2024/12/04,7108,7108,7076,7078,7088,6,11,
4930,CZCE：PX：10合约,2024/12/05,7126,7126,7070,7070,7098,2,11,
4931,CZCE：PX：10合约,2024/12/06,6870,6966,6870,6966,6918,6,10,
4932,CZCE：PX：10合约,2024/12/09,6906,6940,6906,6940,6924,2,9,
4933,CZCE：PX：10合约,2024/12/10,6990,7006,6962,6962,6988,10,9,
4934,CZCE：PX：10合约,2024/12/11,6922,6922,6922,6922,6922,4,7,
4935,CZCE：PX：10合约,2024/12/12,#N/A,#N/A,#N/A,#N/A,7030,0,7,
4936,CZCE：PX：10合约,2024/12/13,#N/A,#N/A,#N/A,#N/A,7068,0,7,
4937,CZCE：PX：10合约,2024/12/16,7226,7268,7226,7268,7258,4,9,
4938,CZCE：PX：10合约,2024/12/17,7228,7246,7228,7246,7236,6,5,
4939,CZCE：PX：10合约,2024/12/18,#N/A,#N/A,#N/A,#N/A,7242,0,5,
4940,CZCE：PX：10合约,2024/12/19,7268,7268,7210,7210,7242,21,20,
4941,CZCE：PX：10合约,2024/12/20,7196,7258,7176,7176,7218,12,25,
4942,CZCE：PX：10合约,2024/12/23,7190,7200,7124,7200,7164,9,26,
4943,CZCE：PX：10合约,2024/12/24,7110,7142,7110,7142,7126,2,26,
4944,CZCE：PX：10合约,2024/12/25,7138,7140,7138,7140,7140,2,26,
4945,CZCE：PX：10合约,2024/12/26,7038,7050,7038,7050,7042,3,26,
4946,CZCE：PX：10合约,2024/12/27,7020,7020,7020,7020,7020,1,26,
4947,CZCE：PX：10合约,2024/12/30,6976,7000,6934,7000,6966,30,25,
4948,CZCE：PX：10合约,2024/12/31,6996,7070,6996,7070,7034,2,25,
4949,CZCE：PX：10合约,2025/01/02,7156,7156,7156,7156,7156,2,25,
4950,CZCE：PX：10合约,2025/01/03,#N/A,#N/A,#N/A,#N/A,7182,0,25,
4951,CZCE：PX：10合约,2025/01/06,#N/A,#N/A,#N/A,#N/A,7198,0,25,
4952,CZCE：PX：10合约,2025/01/07,7166,7170,7060,7082,7122,8,20,
4953,CZCE：PX：10合约,2025/01/08,#N/A,#N/A,#N/A,#N/A,7122,0,20,
4954,CZCE：PX：10合约,2025/01/09,7300,7300,7300,7300,7300,1,20,
4955,CZCE：PX：10合约,2025/01/10,#N/A,#N/A,#N/A,#N/A,7300,0,20,
4956,CZCE：PX：10合约,2025/01/13,#N/A,#N/A,#N/A,#N/A,7432,0,20,
4957,CZCE：PX：10合约,2025/01/14,#N/A,#N/A,#N/A,#N/A,7468,0,20,
4958,CZCE：PX：10合约,2025/01/15,7484,7484,7484,7484,7484,1,20,
4959,CZCE：PX：10合约,2025/01/16,#N/A,#N/A,#N/A,#N/A,7588,0,20,
4960,CZCE：PX：10合约,2025/01/17,7462,7464,7462,7464,7464,2,21,
4961,CZCE：PX：10合约,2025/01/20,#N/A,#N/A,#N/A,#N/A,7464,0,21,
4962,CZCE：PX：10合约,2025/01/21,7460,7460,7460,7460,7460,1,20,
4963,CZCE：PX：10合约,2025/01/22,#N/A,#N/A,#N/A,#N/A,7428,0,20,
4964,CZCE：PX：10合约,2025/01/23,#N/A,#N/A,#N/A,#N/A,7318,0,20,
4965,CZCE：PX：10合约,2025/01/24,#N/A,#N/A,#N/A,#N/A,7270,0,20,
4966,CZCE：PX：10合约,2025/01/27,#N/A,#N/A,#N/A,#N/A,7186,0,20,
4967,CZCE：PX：10合约,2025/02/05,#N/A,#N/A,#N/A,#N/A,7186,0,20,
4968,CZCE：PX：10合约,2025/02/06,#N/A,#N/A,#N/A,#N/A,7188,0,20,
4969,CZCE：PX：10合约,2025/02/07,7324,7324,7322,7322,7324,3,20,
4970,CZCE：PX：10合约,2025/02/10,7370,7600,7366,7384,7412,14,22,
4971,CZCE：PX：10合约,2025/02/11,7368,7368,7366,7366,7368,2,20,
4972,CZCE：PX：10合约,2025/02/12,7410,7410,7364,7394,7392,9,17,
4973,CZCE：PX：10合约,2025/02/13,7346,7346,7346,7346,7346,1,16,
4974,CZCE：PX：10合约,2025/02/14,7346,7346,7346,7346,7346,1,16,
4975,CZCE：PX：10合约,2025/02/17,7296,7342,7294,7342,7316,13,15,
4976,CZCE：PX：10合约,2025/02/18,7362,7362,7338,7338,7350,4,15,
4977,CZCE：PX：10合约,2025/02/19,#N/A,#N/A,#N/A,#N/A,7350,0,15,
4978,CZCE：PX：10合约,2025/02/20,#N/A,#N/A,#N/A,#N/A,7350,0,15,
4979,CZCE：PX：10合约,2025/02/21,7318,7318,7296,7296,7308,2,14,
4980,CZCE：PX：10合约,2025/02/24,7308,7308,7308,7308,7308,1,13,
4981,CZCE：PX：10合约,2025/02/25,#N/A,#N/A,#N/A,#N/A,7212,0,13,
4982,CZCE：PX：10合约,2025/02/26,#N/A,#N/A,#N/A,#N/A,7116,0,13,
4983,CZCE：PX：10合约,2025/02/27,#N/A,#N/A,#N/A,#N/A,7118,0,13,
4984,CZCE：PX：10合约,2025/02/28,#N/A,#N/A,#N/A,#N/A,7118,0,13,
4985,CZCE：PX：10合约,2025/03/03,#N/A,#N/A,#N/A,#N/A,7146,0,13,
4986,CZCE：PX：10合约,2025/03/04,7058,7108,6984,6984,7036,5,13,
4987,CZCE：PX：10合约,2025/03/05,6968,6968,6940,6940,6962,5,14,
4988,CZCE：PX：10合约,2025/03/06,6834,6900,6834,6900,6880,14,12,
4989,CZCE：PX：10合约,2025/03/07,6912,6912,6912,6912,6912,2,10,
4990,CZCE：PX：10合约,2025/03/10,#N/A,#N/A,#N/A,#N/A,6910,0,10,
4991,CZCE：PX：10合约,2025/03/11,#N/A,#N/A,#N/A,#N/A,6824,0,10,
4992,CZCE：PX：10合约,2025/03/12,6834,6834,6766,6766,6806,19,20,
4993,CZCE：PX：10合约,2025/03/13,6904,6904,6814,6814,6866,7,21,
4994,CZCE：PX：10合约,2025/03/14,6898,6898,6898,6898,6898,1,22,
4995,CZCE：PX：10合约,2025/03/17,6872,6928,6732,6924,6858,29,21,
4996,CZCE：PX：10合约,2025/03/18,#N/A,#N/A,#N/A,#N/A,6918,0,21,
4997,CZCE：PX：10合约,2025/03/19,6906,6906,6906,6906,6906,1,21,
4998,CZCE：PX：10合约,2025/03/20,#N/A,#N/A,#N/A,#N/A,6920,0,21,
4999,CZCE：PX：10合约,2025/03/21,6968,6968,6968,6968,6968,1,20,
5000,CZCE：PX：10合约,2025/03/24,#N/A,#N/A,#N/A,#N/A,6968,0,20,
5001,CZCE：PX：10合约,2025/03/25,#N/A,#N/A,#N/A,#N/A,6968,0,20,
5002,CZCE：PX：10合约,2025/03/26,6962,6990,6962,6986,6982,4,19,
5003,CZCE：PX：10合约,2025/03/27,#N/A,#N/A,#N/A,#N/A,7022,0,19,
5004,CZCE：PX：10合约,2025/03/28,#N/A,#N/A,#N/A,#N/A,7010,0,19,
5005,CZCE：PX：10合约,2025/03/31,6900,6900,6900,6900,6900,6,24,
5006,CZCE：PX：10合约,2025/04/01,#N/A,#N/A,#N/A,#N/A,7028,0,24,
5007,CZCE：PX：10合约,2025/04/02,#N/A,#N/A,#N/A,#N/A,7012,0,24,
5008,CZCE：PX：10合约,2025/04/03,#N/A,#N/A,#N/A,#N/A,6882,0,24,
5009,CZCE：PX：10合约,2025/04/07,6692,6692,6692,6692,6692,5,24,
5010,CZCE：PX：10合约,2025/04/08,6262,6330,6222,6222,6240,48,49,
5011,CZCE：PX：10合约,2025/04/09,6126,6162,5808,5864,6038,36,62,
5012,CZCE：PX：10合约,2025/04/10,5626,6258,5626,6232,5984,17,59,
5013,CZCE：PX：10合约,2025/04/11,6070,6226,6070,6226,6158,21,57,
5014,CZCE：PX：10合约,2025/04/14,6152,6204,6152,6204,6180,3,56,
5015,CZCE：PX：10合约,2025/04/15,6154,6154,6116,6116,6132,5,56,
5016,CZCE：PX：10合约,2025/04/16,6030,6108,5958,5962,6032,17,57,
5017,CZCE：PX：10合约,2025/04/17,6132,6138,6028,6028,6096,8,58,
5018,CZCE：PX：10合约,2025/04/18,#N/A,#N/A,#N/A,#N/A,6102,0,58,
5019,CZCE：PX：10合约,2025/04/21,#N/A,#N/A,#N/A,#N/A,6122,0,58,
5020,CZCE：PX：10合约,2025/04/22,#N/A,#N/A,#N/A,#N/A,6068,0,58,
5021,CZCE：PX：10合约,2025/04/23,6138,6138,6130,6130,6132,6,61,
5022,CZCE：PX：10合约,2025/04/24,6200,6200,6146,6178,6174,5,62,
5023,CZCE：PX：10合约,2025/04/25,6172,6282,6166,6282,6222,17,50,
5024,CZCE：PX：10合约,2025/04/28,6280,6298,6258,6298,6282,10,42,
5025,CZCE：PX：10合约,2025/04/29,6252,6252,6252,6252,6252,2,44,
5026,CZCE：PX：10合约,2025/04/30,6214,6256,6176,6200,6216,13,44,
5027,CZCE：PX：10合约,2025/05/06,6074,6076,6074,6076,6076,4,43,
5028,CZCE：PX：10合约,2025/05/07,6300,6338,6270,6270,6316,7,40,
5029,CZCE：PX：10合约,2025/05/08,6216,6380,6216,6370,6286,10,40,
5030,CZCE：PX：10合约,2025/05/09,6436,6442,6394,6438,6422,18,43,
5031,CZCE：PX：10合约,2025/05/12,6438,6620,6374,6620,6538,37,54,
5032,CZCE：PX：10合约,2025/05/13,6664,6702,6632,6664,6656,44,35,
5033,CZCE：PX：10合约,2025/05/14,6798,6868,6792,6860,6834,34,39,
5034,CZCE：PX：10合约,2025/05/15,6828,6828,6698,6752,6746,32,43,
5035,CZCE：PX：10合约,2025/05/16,6760,6772,6726,6754,6762,23,44,
5036,CZCE：PX：10合约,2025/05/19,6780,6798,6772,6798,6782,7,39,
5037,CZCE：PX：10合约,2025/05/20,6670,6678,6602,6602,6650,6,36,
5038,CZCE：PX：10合约,2025/05/21,6670,6750,6664,6750,6698,6,32,
5039,CZCE：PX：10合约,2025/05/22,6644,6664,6614,6614,6640,7,31,
5040,CZCE：PX：10合约,2025/05/23,#N/A,#N/A,#N/A,#N/A,6624,0,31,
5041,CZCE：PX：10合约,2025/05/26,6680,6710,6590,6614,6648,10,36,
5042,CZCE：PX：10合约,2025/05/27,6566,6640,6534,6640,6594,27,41,
5043,CZCE：PX：10合约,2025/05/28,6608,6608,6532,6532,6562,3,41,
5044,CZCE：PX：10合约,2025/05/29,6700,6732,6678,6722,6712,15,38,
5045,CZCE：PX：10合约,2025/05/30,6670,6670,6588,6600,6602,47,37,
5046,CZCE：PX：10合约,2025/06/03,6686,6720,6472,6474,6554,15628,7868,
5047,CZCE：PX：10合约,2025/06/04,6510,6586,6458,6536,6532,13710,12599,
5048,CZCE：PX：10合约,2025/06/05,6524,6524,6402,6482,6486,10516,15897,
5049,CZCE：PX：10合约,2025/06/06,6520,6594,6454,6498,6518,15593,17660,
5050,CZCE：PX：10合约,2025/06/09,6506,6556,6400,6450,6480,19703,16783,
5051,CZCE：PX：10合约,2025/06/10,6472,6594,6412,6456,6490,16651,16155,
5052,CZCE：PX：10合约,2025/06/11,6460,6544,6404,6488,6456,16432,15459,
5053,CZCE：PX：10合约,2025/06/12,6522,6582,6446,6494,6502,36814,14211,
5054,CZCE：PX：10合约,2025/06/13,6474,6906,6470,6728,6696,36873,15306,
5055,CZCE：PX：10合约,2025/06/16,6766,6766,6668,6698,6708,31404,15946,
5056,CZCE：PX：10合约,2025/06/17,6666,6704,6590,6686,6664,44381,16977,
5057,CZCE：PX：10合约,2025/06/18,6724,6946,6698,6896,6850,28948,17676,
5058,CZCE：PX：10合约,2025/06/19,6888,6986,6832,6986,6898,18540,18652,
5059,CZCE：PX：10合约,2025/06/20,6998,7124,6942,6980,7020,15889,17484,
5060,CZCE：PX：10合约,2025/06/23,6942,7064,6906,7010,6968,13624,18162,
5061,CZCE：PX：10合约,2025/06/24,6980,7008,6566,6666,6774,22063,17248,
5062,CZCE：PX：10合约,2025/06/25,6670,6688,6636,6672,6660,11949,19028,
5063,CZCE：PX：10合约,2025/06/26,6648,6664,6588,6644,6626,20762,19168,
5064,CZCE：PX：10合约,2025/06/27,6638,6684,6610,6672,6652,17869,18522,
5065,CZCE：PX：10合约,2025/06/30,6690,6794,6676,6708,6732,20912,19703,
5066,CZCE：PX：10合约,2025/07/01,6734,6782,6660,6740,6712,23953,22624,
5067,CZCE：PX：10合约,2025/07/02,6774,6774,6664,6740,6716,24187,23187,
5068,CZCE：PX：10合约,2025/07/03,6756,6758,6676,6704,6706,27536,22285,
5069,CZCE：PX：10合约,2025/07/04,6710,6766,6630,6650,6698,27900,20939,
5070,CZCE：PX：10合约,2025/07/07,6644,6672,6604,6662,6648,16670,21473,
5071,CZCE：PX：10合约,2025/07/08,6682,6704,6650,6678,6676,24394,21568,
5072,CZCE：PX：10合约,2025/07/09,6696,6730,6656,6712,6698,17886,19430,
5073,CZCE：PX：10合约,2025/07/10,6698,6796,6690,6780,6746,27335,20598,
5074,CZCE：PX：10合约,2025/07/11,6774,6786,6680,6686,6714,30538,22345,
5075,CZCE：PX：10合约,2025/07/14,6698,6786,6680,6768,6732,28780,22893,
5076,CZCE：PX：10合约,2025/07/15,6782,6790,6638,6672,6688,28134,22041,
5077,CZCE：PX：10合约,2025/07/16,6688,6724,6682,6692,6694,21352,22165,
5078,CZCE：PX：10合约,2025/07/17,6670,6724,6648,6702,6692,28287,21776,
5079,CZCE：PX：10合约,2025/07/18,6722,6860,6706,6778,6754,44413,25326,
5080,CZCE：PX：10合约,2025/07/21,6802,6882,6790,6846,6830,19413,24701,
5081,CZCE：PX：10合约,2025/07/22,6842,6884,6782,6874,6832,26064,25649,
5082,CZCE：PX：10合约,2025/07/23,6894,6950,6830,6848,6870,21458,28155,
5083,CZCE：PX：10合约,2025/07/24,6848,6978,6838,6944,6888,19309,27142,
5084,CZCE：PX：10合约,2025/07/25,6954,7064,6928,7054,7010,22226,27976,
5085,CZCE：PX：10合约,2025/07/28,7070,7090,6846,6876,6938,18734,27255,
5086,CZCE：PX：10合约,2025/07/29,6904,6948,6874,6916,6906,12998,27980,
5087,CZCE：PX：10合约,2025/07/30,6934,7010,6922,6954,6966,12866,27274,
5088,CZCE：PX：10合约,2025/07/31,6968,6998,6880,6906,6944,19698,24838,
5089,CZCE：PX：10合约,2025/08/01,6900,6902,6804,6818,6842,30546,34324,
5090,CZCE：PX：10合约,2025/08/04,6822,6836,6724,6756,6768,22043,35910,
5091,CZCE：PX：10合约,2025/08/05,6708,6744,6696,6736,6720,22482,35283,
5092,CZCE：PX：10合约,2025/08/06,6726,6804,6690,6774,6754,31406,37594,
5093,CZCE：PX：10合约,2025/08/07,6784,6800,6726,6742,6758,27283,35857,
5094,CZCE：PX：10合约,2025/08/08,6738,6752,6698,6710,6720,36564,34391,
5095,CZCE：PX：10合约,2025/08/11,6740,6792,6718,6756,6760,30584,35862,
5096,CZCE：PX：10合约,2025/08/12,6768,6830,6734,6804,6786,32589,34291,
5097,CZCE：PX：10合约,2025/08/13,6782,6796,6732,6748,6760,40277,32652,
5098,CZCE：PX：10合约,2025/08/14,6756,6758,6640,6656,6684,54504,31953,
5099,CZCE：PX：10合约,2025/08/15,6662,6752,6650,6722,6720,42369,31320,
5100,CZCE：PX：11合约,2023/11/15,#N/A,#N/A,#N/A,#N/A,8446,0,0,
5101,CZCE：PX：11合约,2023/11/16,#N/A,#N/A,#N/A,#N/A,8446,0,0,
5102,CZCE：PX：11合约,2023/11/17,#N/A,#N/A,#N/A,#N/A,8540,0,0,
5103,CZCE：PX：11合约,2023/11/20,8732,8734,8732,8734,8734,2,1,
5104,CZCE：PX：11合约,2023/11/21,#N/A,#N/A,#N/A,#N/A,8452,0,1,
5105,CZCE：PX：11合约,2023/11/22,#N/A,#N/A,#N/A,#N/A,8416,0,1,
5106,CZCE：PX：11合约,2023/11/23,8318,8318,8318,8318,8318,1,1,
5107,CZCE：PX：11合约,2023/11/24,#N/A,#N/A,#N/A,#N/A,8318,0,1,
5108,CZCE：PX：11合约,2023/11/27,#N/A,#N/A,#N/A,#N/A,8284,0,1,
5109,CZCE：PX：11合约,2023/11/28,#N/A,#N/A,#N/A,#N/A,8214,0,1,
5110,CZCE：PX：11合约,2023/11/29,8184,8184,8184,8184,8184,3,3,
5111,CZCE：PX：11合约,2023/11/30,8228,8372,8228,8372,8294,3,1,
5112,CZCE：PX：11合约,2023/12/01,8426,8426,8302,8302,8386,3,4,
5113,CZCE：PX：11合约,2023/12/04,8334,8334,8266,8266,8300,2,4,
5114,CZCE：PX：11合约,2023/12/05,#N/A,#N/A,#N/A,#N/A,8282,0,4,
5115,CZCE：PX：11合约,2023/12/06,8278,8288,8278,8288,8284,2,2,
5116,CZCE：PX：11合约,2023/12/07,#N/A,#N/A,#N/A,#N/A,8284,0,2,
5117,CZCE：PX：11合约,2023/12/08,#N/A,#N/A,#N/A,#N/A,8284,0,2,
5118,CZCE：PX：11合约,2023/12/11,8316,8336,8316,8336,8326,2,2,
5119,CZCE：PX：11合约,2023/12/12,#N/A,#N/A,#N/A,#N/A,8326,0,2,
5120,CZCE：PX：11合约,2023/12/13,8128,8128,8128,8128,8128,1,3,
5121,CZCE：PX：11合约,2023/12/14,8102,8160,8102,8160,8132,2,3,
5122,CZCE：PX：11合约,2023/12/15,#N/A,#N/A,#N/A,#N/A,8162,0,3,
5123,CZCE：PX：11合约,2023/12/18,#N/A,#N/A,#N/A,#N/A,8188,0,3,
5124,CZCE：PX：11合约,2023/12/19,8266,8290,8266,8290,8282,3,5,
5125,CZCE：PX：11合约,2023/12/20,8302,8310,8248,8248,8294,12,3,
5126,CZCE：PX：11合约,2023/12/21,#N/A,#N/A,#N/A,#N/A,8436,0,3,
5127,CZCE：PX：11合约,2023/12/22,8400,8400,8400,8400,8400,2,1,
5128,CZCE：PX：11合约,2023/12/25,#N/A,#N/A,#N/A,#N/A,8422,0,1,
5129,CZCE：PX：11合约,2023/12/26,#N/A,#N/A,#N/A,#N/A,8422,0,1,
5130,CZCE：PX：11合约,2023/12/27,#N/A,#N/A,#N/A,#N/A,8422,0,1,
5131,CZCE：PX：11合约,2023/12/28,#N/A,#N/A,#N/A,#N/A,8422,0,1,
5132,CZCE：PX：11合约,2023/12/29,#N/A,#N/A,#N/A,#N/A,8422,0,1,
5133,CZCE：PX：11合约,2024/01/02,#N/A,#N/A,#N/A,#N/A,8430,0,1,
5134,CZCE：PX：11合约,2024/01/03,#N/A,#N/A,#N/A,#N/A,8430,0,1,
5135,CZCE：PX：11合约,2024/01/04,#N/A,#N/A,#N/A,#N/A,8430,0,1,
5136,CZCE：PX：11合约,2024/01/05,#N/A,#N/A,#N/A,#N/A,8430,0,1,
5137,CZCE：PX：11合约,2024/01/08,#N/A,#N/A,#N/A,#N/A,8362,0,1,
5138,CZCE：PX：11合约,2024/01/09,#N/A,#N/A,#N/A,#N/A,8252,0,1,
5139,CZCE：PX：11合约,2024/01/10,#N/A,#N/A,#N/A,#N/A,8252,0,1,
