指标名称,涤纶长丝：DTY150D/48F：市场价：江浙地区（日）,涤纶长丝：POY150D/48F：市场价：江浙地区（日）,涤纶长丝：FDY150D/96F：市场价：江浙地区（日）,聚酯纤维长丝：产量：中国（周）,聚酯纤维长丝：产量：中国（月）,聚酯纤维长丝：中国企业：产能利用率（周）,涤纶长丝：损失量：中国（周）,聚酯纤维长丝：损失量：中国（月）,聚酯纤维长丝：DTY：厂内库存可用天数：中国（周）,聚酯纤维长丝：FDY：厂内库存可用天数：中国（周）,聚酯纤维长丝：POY：厂内库存可用天数：中国（周）,聚酯纤维长丝：表观消费量：中国（月）,聚酯纤维长丝：产销率：中国（日）,聚酯纤维长丝：DTY：生产毛利：中国（日）,聚酯纤维长丝：FDY：生产毛利：中国（日）,聚酯纤维长丝：POY：生产毛利：中国（日）,聚酯弹力丝：进口数量合计：中国（月）,聚酯弹力丝：出口数量合计：中国（月）
2023/11/02,8600,7275,7950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,36.3,125,-186.04,-361.04,#N/A,#N/A
2023/11/03,8650,7350,7950,699713,#N/A,87.22,102550,#N/A,28.4,20.7,16.4,#N/A,45.5,100,-252.75,-352.75,#N/A,#N/A
2023/11/06,8650,7350,7950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,45.5,100,-201.82,-301.82,#N/A,#N/A
2023/11/07,8650,7350,7950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,43.8,100,-227.98,-327.98,#N/A,#N/A
2023/11/08,8650,7300,7950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.5,150,-150.13,-300.13,#N/A,#N/A
2023/11/09,8650,7350,7950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,46.3,100,-181.7,-281.7,#N/A,#N/A
2023/11/10,8650,7350,7950,699713,#N/A,87.22,102550,#N/A,28.1,21.2,16.8,#N/A,38.1,100,-208.55,-308.55,#N/A,#N/A
2023/11/13,8650,7350,7950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,57.7,100,-153.88,-253.88,#N/A,#N/A
2023/11/14,8650,7325,7950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,106.6,125,-214.48,-339.48,#N/A,#N/A
2023/11/15,8650,7300,7950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,75.5,150,-258.62,-408.62,#N/A,#N/A
2023/11/16,8675,7325,7975,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,59.8,150,-287.95,-437.95,#N/A,#N/A
2023/11/17,8700,7350,8000,692331,#N/A,85.8529,114097,#N/A,28.4,21.8,17.2,#N/A,65.3,150,-333.87,-483.87,#N/A,#N/A
2023/11/20,8800,7450,8050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,47.9,150,-282.68,-382.68,#N/A,#N/A
2023/11/21,8800,7450,8050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,28.6,150,-186.03,-286.03,#N/A,#N/A
2023/11/22,8800,7450,8050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,38.3,150,-58.8,-158.8,#N/A,#N/A
2023/11/23,8800,7450,8050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,32,150,-12.77,-112.77,#N/A,#N/A
2023/11/24,8800,7450,8100,681002,#N/A,84.27,127092,#N/A,28.7,22.4,17.7,#N/A,54.7,150,45.48,-104.52,#N/A,#N/A
2023/11/27,8800,7450,8100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,59.2,150,100.17,-49.83,#N/A,#N/A
2023/11/28,8800,7475,8125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,75.3,125,150.82,0.82,#N/A,#N/A
2023/11/29,8800,7475,8125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,59.3,125,202.67,52.67,#N/A,#N/A
2023/11/30,8800,7475,8125,#N/A,2963815,#N/A,#N/A,490282,#N/A,#N/A,#N/A,2712489.91,60.3,125,146.52,-3.48,1002025,159646482
2023/12/01,8800,7475,8125,690851,#N/A,85.49,117243,#N/A,23.5,17.5,12.4,#N/A,30.4,125,133.92,-16.08,#N/A,#N/A
2023/12/04,8800,7475,8125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,38.49,125,163.23,13.23,#N/A,#N/A
2023/12/05,8800,7475,8125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,46.65,125,192.72,42.72,#N/A,#N/A
2023/12/06,8800,7475,8125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,38.7,125,179.03,29.03,#N/A,#N/A
2023/12/07,8800,7475,8125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,40.4,125,176.17,26.17,#N/A,#N/A
2023/12/08,8800,7375,8050,693655,#N/A,85.8371,114439,#N/A,24.5,18.4,13.6,#N/A,63.1,200,46.25,-103.75,#N/A,#N/A
2023/12/11,8800,7400,8050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34.6,200,48.66,-101.34,#N/A,#N/A
2023/12/12,8800,7400,8050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60.1,200,26.01,-123.99,#N/A,#N/A
2023/12/13,8800,7400,8050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,56.1,200,122.75,-27.25,#N/A,#N/A
2023/12/14,8700,7375,7950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,40.9,125,53.67,-21.33,#N/A,#N/A
2023/12/15,8700,7325,7975,695674,#N/A,86.09,112420,#N/A,25.3,18.3,15,#N/A,205.9,175,23.27,-126.73,#N/A,#N/A
2023/12/18,8750,7375,8025,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,44.7,175,47.76,-102.54,#N/A,#N/A
2023/12/19,8800,7400,8050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,40.1,200,17.88,-132.12,#N/A,#N/A
2023/12/20,8800,7425,8050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,74.1,175,-70.58,-195.58,#N/A,#N/A
2023/12/21,8800,7425,8075,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,48.1,175,-120.51,-270.51,#N/A,#N/A
2023/12/22,8800,7475,8100,685259,#N/A,84.4514,122835,#N/A,23.4,15.8,11.3,#N/A,43.3,125,-162.12,-287.12,#N/A,#N/A
2023/12/25,8850,7550,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,85.5,100,-68.3,-168.3,#N/A,#N/A
2023/12/26,8850,7550,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,44.3,100,-79.53,-179.53,#N/A,#N/A
2023/12/27,8850,7550,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,47.4,100,-110.97,-210.97,#N/A,#N/A
2023/12/28,8850,7550,8175,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,44.8,100,-83.55,-208.55,#N/A,#N/A
2023/12/29,8850,7550,8175,684294,#N/A,84.68,123800,#N/A,23.8,16.9,13.8,#N/A,41.1,100,-39.92,-164.92,#N/A,#N/A
2023/12/31,#N/A,#N/A,#N/A,#N/A,3051394,#N/A,#N/A,527308,#N/A,#N/A,#N/A,2783733.83,#N/A,#N/A,#N/A,#N/A,1110945,133368344
2024/01/02,8850,7550,8175,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,41.1,100,-122.68,-247.68,#N/A,#N/A
2024/01/03,8850,7550,8175,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,45.8,100,-72.7,-197.7,#N/A,#N/A
2024/01/04,8850,7550,8175,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,38.9,100,-73.29,-198.29,#N/A,#N/A
2024/01/05,8850,7550,8175,682608,#N/A,84.9171,121266,#N/A,23.1,17.5,15.4,#N/A,45.4,100,-85.26,-210.26,#N/A,#N/A
2024/01/08,8875,7575,8200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,48.7,100,-15.18,-140.18,#N/A,#N/A
2024/01/09,8875,7575,8200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,46.2,100,72.35,-52.65,#N/A,#N/A
2024/01/10,8875,7550,8200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,51.4,125,71.43,-78.57,#N/A,#N/A
2024/01/11,8850,7525,8175,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,44.8,125,77.93,-72.07,#N/A,#N/A
2024/01/12,8825,7475,8150,681958,#N/A,85.1714,118755,#N/A,23.3,17.8,16.8,#N/A,161.2,150,5.38,-169.63,#N/A,#N/A
2024/01/15,8875,7500,8200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,40.7,175,31.29,-168.71,#N/A,#N/A
2024/01/16,8875,7500,8200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,39.1,175,-20.07,-220.08,#N/A,#N/A
2024/01/17,8875,7500,8200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,40.1,175,-41.19,-241.2,#N/A,#N/A
2024/01/18,8875,7500,8200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,43.9,175,-80.74,-280.74,#N/A,#N/A
2024/01/19,8900,7550,8250,678603,#N/A,84.7514,122112,#N/A,22.2,15.7,16.5,#N/A,63.7,150,-28.25,-228.25,#N/A,#N/A
2024/01/22,8950,7625,8250,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,91.5,125,-64.05,-189.05,#N/A,#N/A
2024/01/23,8975,7650,8275,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.4,125,-71.4,-196.4,#N/A,#N/A
2024/01/24,8975,7650,8275,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,58.2,125,-136.84,-261.84,#N/A,#N/A
2024/01/25,8975,7650,8325,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,58.4,125,-138.98,-313.98,#N/A,#N/A
2024/01/26,8975,7675,8375,668915,#N/A,83.5414,131794,#N/A,20,13.6,10.4,#N/A,44.1,100,-106.83,-306.83,#N/A,#N/A
2024/01/29,8975,7675,8375,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,25.1,100,-119.14,-319.14,#N/A,#N/A
2024/01/30,8975,7675,8375,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,22.3,100,-83.85,-283.86,#N/A,#N/A
2024/01/31,9000,7700,8400,#N/A,2961881,#N/A,#N/A,584126,#N/A,#N/A,#N/A,2623303.36,20.9,100,-46.52,-246.53,1061069,158435376
2024/02/01,9000,7775,8400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,26.7,25,16.42,-108.58,#N/A,#N/A
2024/02/02,9000,7775,8400,630378,#N/A,78.7271,170331,#N/A,19.6,14.6,11.2,#N/A,20.6,25,78.35,-46.65,#N/A,#N/A
2024/02/04,9000,7775,8400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,15,25,110.7,-14.31,#N/A,#N/A
2024/02/05,9000,7775,8400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8.9,25,75.44,-49.56,#N/A,#N/A
2024/02/06,9000,7775,8400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.8,25,87.51,-37.49,#N/A,#N/A
2024/02/07,9000,7775,8400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5,25,36.72,-88.28,#N/A,#N/A
2024/02/08,9000,7775,8400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.5,25,41.7,-83.3,#N/A,#N/A
2024/02/09,#N/A,#N/A,#N/A,615329,#N/A,76.8443,185380,#N/A,20.3,15.7,13.8,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A
2024/02/16,#N/A,#N/A,#N/A,615782,#N/A,76.9014,184927,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2024/02/18,9050,7825,8450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7.8,25,2.2,-122.8,#N/A,#N/A
2024/02/19,9050,7875,8450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,21,-25,-10.53,-85.53,#N/A,#N/A
2024/02/20,9050,7875,8450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30.1,-25,69.68,-5.32,#N/A,#N/A
2024/02/21,9050,7875,8450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,24.1,-25,117.18,42.18,#N/A,#N/A
2024/02/22,9050,7875,8450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,36.8,-25,64.56,-10.44,#N/A,#N/A
2024/02/23,9050,7875,8450,649719,#N/A,81.1414,150990,#N/A,26.7,21.2,22.5,#N/A,34.3,-25,60.27,-14.73,#N/A,#N/A
2024/02/26,9050,7875,8450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,37.5,-25,130.84,55.84,#N/A,#N/A
2024/02/27,9075,7875,8450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,52.3,0,103.7,28.7,#N/A,#N/A
2024/02/28,9075,7925,8450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,49.8,-50,63.04,38.04,#N/A,#N/A
2024/02/29,9075,7925,8450,#N/A,2659464,#N/A,#N/A,662757,#N/A,#N/A,#N/A,2404829.86,37.9,-50,93.8,68.8,1062689,116911130
2024/03/01,9075,7925,8450,690565,#N/A,85.7071,115142,#N/A,28.7,23.9,28.1,#N/A,48.1,-50,123.47,98.47,#N/A,#N/A
2024/03/04,9075,7900,8450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,87.2,-25,108.38,58.38,#N/A,#N/A
2024/03/05,9075,7900,8450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,44.5,-25,206.09,156.09,#N/A,#N/A
2024/03/06,9075,7900,8450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,32.9,-25,216.5,166.5,#N/A,#N/A
2024/03/07,9075,7900,8450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,31.1,-25,200.32,150.32,#N/A,#N/A
2024/03/08,9075,7900,8450,718421,#N/A,89.0757,88119,#N/A,28,25.1,29.8,#N/A,35.3,-25,229.58,179.58,#N/A,#N/A
2024/03/11,9025,7775,8350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,75.8,50,150.2,75.2,#N/A,#N/A
2024/03/12,9025,7775,8350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,38.9,50,119.45,44.44,#N/A,#N/A
2024/03/13,9025,7750,8350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,33.8,75,136,36,#N/A,#N/A
2024/03/14,9025,7725,8300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,62.9,100,49.95,-25.05,#N/A,#N/A
2024/03/15,9025,7725,8300,728952,#N/A,90.38,77588,#N/A,28.9,25.8,29.5,#N/A,49.9,100,-34.75,-109.75,#N/A,#N/A
2024/03/18,9025,7700,8250,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34.4,125,-40.35,-90.35,#N/A,#N/A
2024/03/19,9050,7650,8200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,42.8,200,-119.43,-169.43,#N/A,#N/A
2024/03/20,9050,7650,8200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,37.5,200,-105.27,-155.27,#N/A,#N/A
2024/03/21,9050,7650,8200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,51.9,200,-9.72,-59.72,#N/A,#N/A
2024/03/22,8975,7525,8075,730232,#N/A,90.5386,76308,#N/A,28.7,26.5,31.7,#N/A,51.7,250,-125.5,-175.5,#N/A,#N/A
2024/03/25,8975,7525,8075,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,37.7,250,-171.93,-221.93,#N/A,#N/A
2024/03/26,8975,7525,8075,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,81.7,250,-165.65,-215.65,#N/A,#N/A
2024/03/27,9000,7550,8125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,35.6,250,-146.66,-221.66,#N/A,#N/A
2024/03/28,9000,7550,8125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,32.1,250,-168.37,-243.37,#N/A,#N/A
2024/03/29,9000,7600,8125,727120,#N/A,90.1557,79420,#N/A,27.4,25.3,28.9,#N/A,43.1,200,-174.5,-199.5,#N/A,#N/A
2024/03/31,#N/A,#N/A,#N/A,#N/A,3217301,#N/A,#N/A,354519,#N/A,#N/A,#N/A,2890228.47,#N/A,#N/A,#N/A,#N/A,1373304,156214552
2024/04/01,9000,7600,8125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,45.4,200,-248,-273,#N/A,#N/A
2024/04/02,9000,7650,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,37.4,150,-245.38,-245.38,#N/A,#N/A
2024/04/03,9050,7700,8175,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,42.2,150,-229.3,-204.3,#N/A,#N/A
2024/04/05,#N/A,#N/A,#N/A,729344,#N/A,90.43,77196,#N/A,27.2,24.7,30.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2024/04/07,9100,7750,8225,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,45.4,150,-186,-161,#N/A,#N/A
2024/04/08,9100,7750,8225,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,43.5,150,-132.59,-107.59,#N/A,#N/A
2024/04/09,9100,7750,8225,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,42.5,150,-121.03,-96.02,#N/A,#N/A
2024/04/10,9100,7750,8225,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,31.8,150,-106.05,-81.05,#N/A,#N/A
2024/04/11,9100,7750,8225,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,41,150,-85.15,-60.15,#N/A,#N/A
2024/04/12,9100,7750,8225,729344,#N/A,90.43,77196,#N/A,26.1,24.8,30.4,#N/A,51.6,150,-71.06,-46.06,#N/A,#N/A
2024/04/15,9100,7750,8225,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,41.9,150,97.7,-27.3,#N/A,#N/A
2024/04/16,9100,7750,8225,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,40.2,150,67.91,-57.09,#N/A,#N/A
2024/04/17,9100,7725,8225,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,48.3,175,47.2,-102.8,#N/A,#N/A
2024/04/18,9100,7725,8225,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,37.4,175,97.75,-52.25,#N/A,#N/A
2024/04/19,9050,7625,8175,731568,#N/A,90.7043,74972,#N/A,26.3,25.1,30,#N/A,78.1,225,38.78,-161.22,#N/A,#N/A
2024/04/22,9050,7625,8175,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,43.6,225,58.23,-141.77,#N/A,#N/A
2024/04/23,9050,7575,8175,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,36.5,275,67.53,-182.47,#N/A,#N/A
2024/04/24,9025,7550,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,39.3,275,67.65,-182.35,#N/A,#N/A
2024/04/25,9025,7550,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,41.6,275,89.44,-160.56,#N/A,#N/A
2024/04/26,9000,7525,8100,733236,#N/A,90.91,73304,#N/A,27.9,26.3,33.5,#N/A,102.8,275,45.65,-179.35,#N/A,#N/A
2024/04/28,9000,7525,8100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,102.8,275,28.55,-196.45,#N/A,#N/A
2024/04/29,9000,7525,8100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,41.4,275,28.22,-196.79,#N/A,#N/A
2024/04/30,9000,7525,8100,#N/A,3134656,#N/A,#N/A,321944,#N/A,#N/A,#N/A,2817525.61,47.1,275,35.76,-189.24,1290566,155830677
2024/05/03,#N/A,#N/A,#N/A,733236,#N/A,90.91,73304,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2024/05/06,9000,7500,8100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,38.8,300,92.52,-157.49,#N/A,#N/A
2024/05/07,9000,7500,8100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,53.1,300,60,-190,#N/A,#N/A
2024/05/08,9000,7500,8075,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,49.5,300,62.49,-162.51,#N/A,#N/A
2024/05/09,9000,7475,8050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,39,325,63.38,-161.62,#N/A,#N/A
2024/05/10,9000,7450,8025,718304,#N/A,89.0586,88236,#N/A,26.5,25.6,28.5,#N/A,73.8,350,87.16,-137.84,#N/A,#N/A
2024/05/11,9000,7450,8025,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,47.2,350,93.52,-131.48,#N/A,#N/A
2024/05/13,9000,7450,8025,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,49.5,350,97.6,-127.4,#N/A,#N/A
2024/05/14,9000,7450,8025,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,39.8,350,67.95,-157.05,#N/A,#N/A
2024/05/15,9000,7400,8025,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,52,400,57.01,-217.99,#N/A,#N/A
2024/05/16,9000,7400,8025,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,47.4,400,27.42,-247.58,#N/A,#N/A
2024/05/17,9000,7400,8025,705230,#N/A,87.4371,101310,#N/A,26.8,25.4,32.4,#N/A,41.9,400,-31.41,-306.41,#N/A,#N/A
2024/05/20,8900,7300,7975,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,82,400,-144.6,-469.6,#N/A,#N/A
2024/05/21,8900,7400,8050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,43.7,300,-73.38,-373.38,#N/A,#N/A
2024/05/22,8900,7400,8050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,42.5,300,62.06,-362.07,#N/A,#N/A
2024/05/23,8900,7550,8100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,37.1,150,1.17,-198.83,#N/A,#N/A
2024/05/24,9000,7700,8100,693980,#N/A,86.04,112560,#N/A,26.2,20.9,22.6,#N/A,40.5,100,-26.9,-76.9,#N/A,#N/A
2024/05/27,9000,7750,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,47.4,50,-12.68,-62.68,#N/A,#N/A
2024/05/28,9000,7750,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,41.3,50,-10.6,-60.6,#N/A,#N/A
2024/05/29,9000,7800,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,45.9,0,-9.93,-9.93,#N/A,#N/A
2024/05/30,9000,7800,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,53.1,0,-66.49,-66.49,#N/A,#N/A
2024/05/31,9075,7850,8200,696409,3122906,86.35,110131,448914,28,22,23.5,2806550.89,45,25,-26.38,-26.38,1166095,170723970
2024/06/03,9075,7850,8200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,33.3,25,36.33,36.33,#N/A,#N/A
2024/06/04,9075,7850,8200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,29.2,25,68.68,68.68,#N/A,#N/A
2024/06/05,9075,7850,8200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,32.2,25,59.44,59.44,#N/A,#N/A
2024/06/06,9175,7850,8225,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,42.9,125,83.77,58.77,#N/A,#N/A
2024/06/07,9175,7850,8225,700321,#N/A,86.7186,107245,#N/A,28.9,23.1,25.3,#N/A,31.6,125,96.52,71.52,#N/A,#N/A
2024/06/11,9250,7850,8225,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,58.5,200,55.45,30.45,#N/A,#N/A
2024/06/12,9250,7850,8225,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70.9,200,40.44,15.44,#N/A,#N/A
2024/06/13,9300,7850,8275,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,51.9,250,107.54,32.53,#N/A,#N/A
