指标名称,PET切片：纤维：半光切片：市场价：华东地区（日）,PET切片：纤维：产量：中国（周）,PET切片：纤维：产量：中国（月）,PET切片：纤维：产能利用率：中国（周）,PET切片：纤维：产能利用率：中国（月）,PET切片：厂内库存可用天数：中国（周）,PET切片：纤维：表观消费量：中国（月）,PET切片：产销率：中国（日）,PET切片：纤维：生产毛利：中国（日）,粘数＜78毫升/克的聚对苯二甲酸乙二酯切片：进口数量合计：全球→中国（月）,粘数＜78毫升/克的聚对苯二甲酸乙二酯切片：出口数量合计：中国→全球（月）
2022/10/25,7000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34.71,228.07,#N/A,#N/A
2022/10/26,7000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,49.75,269.47,#N/A,#N/A
2022/10/27,6975,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,47.45,304.3,#N/A,#N/A
2022/10/28,6925,13.44,#N/A,86.76,#N/A,5.56,#N/A,45.49,359.23,#N/A,#N/A
2022/10/31,6800,#N/A,58.81,#N/A,85.71,#N/A,55.58,88.38,400.94,27434901,59678633
2022/11/01,6700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60.98,260.54,#N/A,#N/A
2022/11/02,6700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,53.68,202.6,#N/A,#N/A
2022/11/03,6700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,33.43,224.24,#N/A,#N/A
2022/11/04,6700,13.44,#N/A,86.76,#N/A,5.5,#N/A,89.02,143.85,#N/A,#N/A
2022/11/07,6750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,56.76,145.99,#N/A,#N/A
2022/11/08,6675,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,22.89,170.51,#N/A,#N/A
2022/11/09,6650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,24.9,189.18,#N/A,#N/A
2022/11/10,6600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,25.29,88.29,#N/A,#N/A
2022/11/11,6600,13.63,#N/A,87.96,#N/A,5.25,#N/A,33.19,-17.9,#N/A,#N/A
2022/11/14,6650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,35.25,19.86,#N/A,#N/A
2022/11/15,6625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,29.51,15.09,#N/A,#N/A
2022/11/16,6625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,26.18,-19.78,#N/A,#N/A
2022/11/17,6550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,38.38,-12.15,#N/A,#N/A
2022/11/18,6550,14.07,#N/A,90.81,#N/A,6.06,#N/A,61.13,-58.52,#N/A,#N/A
2022/11/21,6525,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,23.92,27.03,#N/A,#N/A
2022/11/22,6500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,59.98,76.89,#N/A,#N/A
2022/11/23,6450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,43.97,36.36,#N/A,#N/A
2022/11/24,6425,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,40.66,-60.56,#N/A,#N/A
2022/11/25,6425,14.3,#N/A,92.29,#N/A,6.94,#N/A,58.85,47.11,#N/A,#N/A
2022/11/28,6350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,35.05,65.62,#N/A,#N/A
2022/11/29,6350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,79.64,-44.97,#N/A,#N/A
2022/11/30,6350,#N/A,60.05,#N/A,90.28,#N/A,59.94,43.14,-35.34,28134836,47286994
2022/12/01,6375,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,56.67,28.2,#N/A,#N/A
2022/12/02,6375,14.2,#N/A,90.42,#N/A,6.56,#N/A,41.96,93.58,#N/A,#N/A
2022/12/05,6375,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,44.6,145.95,#N/A,#N/A
2022/12/06,6325,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,27.01,225.95,#N/A,#N/A
2022/12/07,6225,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34.66,209.53,#N/A,#N/A
2022/12/08,6225,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,40.73,160.6,#N/A,#N/A
2022/12/09,6200,14.06,#N/A,86.44,#N/A,6.89,#N/A,108.58,51.17,#N/A,#N/A
2022/12/12,6250,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,106.57,-5.98,#N/A,#N/A
2022/12/13,6275,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,62.4,20.02,#N/A,#N/A
2022/12/14,6275,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,79.61,3.33,#N/A,#N/A
2022/12/15,6325,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,32.5,11.93,#N/A,#N/A
2022/12/16,6375,14.31,#N/A,87.97,#N/A,5.75,#N/A,37.55,-16.18,#N/A,#N/A
2022/12/19,6350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,35.54,-6.34,#N/A,#N/A
2022/12/20,6350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30.69,-28.32,#N/A,#N/A
2022/12/21,6350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,36.86,-41.69,#N/A,#N/A
2022/12/22,6400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,32.52,-51.76,#N/A,#N/A
2022/12/23,6400,14,#N/A,86.1,#N/A,4.85,#N/A,42.74,2.37,#N/A,#N/A
2022/12/26,6425,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,33.68,-17.38,#N/A,#N/A
2022/12/27,6450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,39.46,-45.97,#N/A,#N/A
2022/12/28,6450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,32.57,-16.77,#N/A,#N/A
2022/12/29,6450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,32.6,-3.34,#N/A,#N/A
2022/12/30,6450,13.61,#N/A,83.65,#N/A,5,#N/A,29.58,-32.94,#N/A,#N/A
2022/12/31,#N/A,#N/A,61.86,#N/A,85.88,#N/A,59.79,#N/A,#N/A,27197483,47939888
2023/01/03,6450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,28.9,1.22,#N/A,#N/A
2023/01/04,6450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,25.76,21.62,#N/A,#N/A
2023/01/05,6400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,39.66,99.99,#N/A,#N/A
2023/01/06,6400,13.25,#N/A,81.55,#N/A,5.06,#N/A,21.3,138.55,#N/A,#N/A
2023/01/09,6400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,18.68,150.71,#N/A,#N/A
2023/01/10,6400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,21.2,109.97,#N/A,#N/A
2023/01/11,6400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,22.35,80.34,#N/A,#N/A
2023/01/12,6450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,90.29,31.08,#N/A,#N/A
2023/01/13,6475,11.7,#N/A,72.18,#N/A,5.8,#N/A,37.94,-57.77,#N/A,#N/A
2023/01/16,6500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.24,-9.61,#N/A,#N/A
2023/01/17,6500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,14.51,-43.22,#N/A,#N/A
2023/01/18,6575,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,35.51,-84.86,#N/A,#N/A
2023/01/19,6625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.34,-85.16,#N/A,#N/A
2023/01/20,6675,10.7,#N/A,66.3,#N/A,6.25,#N/A,3,-126.92,#N/A,#N/A
2023/01/27,#N/A,10.58,#N/A,65.31,#N/A,6.5,#N/A,#N/A,#N/A,#N/A,#N/A
2023/01/28,6725,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,18.9,-76.92,#N/A,#N/A
2023/01/29,6725,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,42.94,-83.63,#N/A,#N/A
2023/01/30,6750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,24.02,-44.28,#N/A,#N/A
2023/01/31,6725,#N/A,50.07,#N/A,69.75,#N/A,46.56,22.4,-0.74,22768195,42854409
2023/02/01,6750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,28.48,18.95,#N/A,#N/A
2023/02/02,6675,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,25.64,31.59,#N/A,#N/A
2023/02/03,6625,11.07,#N/A,68.1,#N/A,8.5,#N/A,12.3,73.23,#N/A,#N/A
2023/02/06,6625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,23.65,75.2,#N/A,#N/A
2023/02/07,6600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,21.32,11.1,#N/A,#N/A
2023/02/08,6600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,16.4,21.81,#N/A,#N/A
2023/02/09,6600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,28.53,28.13,#N/A,#N/A
2023/02/10,6475,12.31,#N/A,75.95,#N/A,8.63,#N/A,33.53,56.24,#N/A,#N/A
2023/02/13,6475,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,23.31,41.08,#N/A,#N/A
2023/02/14,6425,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,21.86,-6.65,#N/A,#N/A
2023/02/15,6425,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,28.77,-15.07,#N/A,#N/A
2023/02/16,6425,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,51.23,-48.13,#N/A,#N/A
2023/02/17,6425,13.87,#N/A,85.57,#N/A,13.87,#N/A,39.39,-30.06,#N/A,#N/A
2023/02/20,6400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,40.44,-12.51,#N/A,#N/A
2023/02/21,6475,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,92.4,-92.84,#N/A,#N/A
2023/02/22,6500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,69.22,-122.74,#N/A,#N/A
2023/02/23,6525,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,25.39,-80.72,#N/A,#N/A
2023/02/24,6550,13.85,#N/A,85.49,#N/A,9.36,#N/A,25.05,-77.11,#N/A,#N/A
2023/02/27,6550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,23.55,-58.56,#N/A,#N/A
2023/02/28,6500,#N/A,53.15,#N/A,82,#N/A,49.02,71.32,-95.91,26569170,53132968
2023/03/01,6600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,115.59,-118.12,#N/A,#N/A
2023/03/02,6650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,35.1,-103.96,#N/A,#N/A
2023/03/03,6675,13.91,#N/A,85.86,#N/A,8.75,#N/A,74.36,-106.57,#N/A,#N/A
2023/03/06,6675,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,46.62,-98.52,#N/A,#N/A
2023/03/07,6725,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,63.58,-102.43,#N/A,#N/A
2023/03/08,6750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,28.01,-103.43,#N/A,#N/A
2023/03/09,6675,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,48.11,-112.98,#N/A,#N/A
2023/03/10,6650,13.94,#N/A,86.06,#N/A,8.06,#N/A,28.6,-138.23,#N/A,#N/A
2023/03/13,6725,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,49.12,-75.16,#N/A,#N/A
2023/03/14,6625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,31.94,-76.41,#N/A,#N/A
2023/03/15,6600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,35.51,-50.51,#N/A,#N/A
2023/03/16,6550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,29.22,-23.59,#N/A,#N/A
2023/03/17,6625,13.92,#N/A,85.92,#N/A,8.56,#N/A,153.68,-60.78,#N/A,#N/A
2023/03/20,6750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,94.02,-179.06,#N/A,#N/A
2023/03/21,6800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,39.51,-152.98,#N/A,#N/A
2023/03/22,6750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,36.13,-150.76,#N/A,#N/A
2023/03/23,6750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,42.25,-159.42,#N/A,#N/A
2023/03/24,6800,13.61,#N/A,84.02,#N/A,7.94,#N/A,81.37,-191.04,#N/A,#N/A
2023/03/27,6900,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,40,-178.27,#N/A,#N/A
2023/03/28,6950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,27.7,-173.95,#N/A,#N/A
2023/03/29,7000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,68.33,-157.4,#N/A,#N/A
2023/03/30,7050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60.93,-200.88,#N/A,#N/A
2023/03/31,7050,13.08,60.47,80.69,84.23,6.8,57.01,30.54,-200.56,30943607,65546135
2023/04/03,7200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,128.48,-173.86,#N/A,#N/A
2023/04/04,7175,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,58.09,-154.06,#N/A,#N/A
2023/04/06,7225,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,33.31,-77.83,#N/A,#N/A
2023/04/07,7200,13.16,#N/A,80.15,#N/A,7.25,#N/A,27.89,4.52,#N/A,#N/A
2023/04/10,7175,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,28.33,19.02,#N/A,#N/A
2023/04/11,7150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,45.37,-58.44,#N/A,#N/A
2023/04/12,7150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,46.76,-54.57,#N/A,#N/A
2023/04/13,7150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,27.79,-32.89,#N/A,#N/A
2023/04/14,7200,13.06,#N/A,79.46,#N/A,6.25,#N/A,121.03,-81.64,#N/A,#N/A
2023/04/17,7175,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,55,-146.91,#N/A,#N/A
2023/04/18,7175,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,32.77,-110.14,#N/A,#N/A
2023/04/19,7175,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,26.64,-78.28,#N/A,#N/A
2023/04/20,7125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,45.2,-98.17,#N/A,#N/A
2023/04/21,7100,13.3,#N/A,80.51,#N/A,6.88,#N/A,26.96,-128.48,#N/A,#N/A
2023/04/23,7100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,20.44,-124.46,#N/A,#N/A
2023/04/24,7075,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,28.04,-90.24,#N/A,#N/A
2023/04/25,7050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,52.99,-37.03,#N/A,#N/A
2023/04/26,7025,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,57.16,-4.1,#N/A,#N/A
2023/04/27,7025,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60.27,3.6,#N/A,#N/A
2023/04/28,7025,12.97,#N/A,78.49,#N/A,6.54,#N/A,51.2,21.3,#N/A,#N/A
2023/04/30,#N/A,#N/A,55.79,#N/A,79.02,#N/A,52.25,#N/A,#N/A,30320209,65745945
2023/05/04,6950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50.12,91.17,#N/A,#N/A
2023/05/05,6925,12.22,#N/A,73.99,#N/A,6.68,#N/A,44.12,120.3,#N/A,#N/A
2023/05/06,6950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,74.71,41.05,#N/A,#N/A
2023/05/08,6975,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,47.89,61.21,#N/A,#N/A
2023/05/09,6950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,54.41,128.13,#N/A,#N/A
2023/05/10,6925,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,49.02,211.05,#N/A,#N/A
2023/05/11,6900,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,64.46,224.56,#N/A,#N/A
2023/05/12,6875,12.5,#N/A,75.68,#N/A,5.2,#N/A,59.24,262.58,#N/A,#N/A
2023/05/15,6800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,47.7,286.5,#N/A,#N/A
2023/05/16,6800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,85.64,274.21,#N/A,#N/A
2023/05/17,6725,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,90.22,211.32,#N/A,#N/A
2023/05/18,6725,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,73.06,201.42,#N/A,#N/A
2023/05/19,6750,12.73,#N/A,77.04,#N/A,4.93,#N/A,117.33,181.56,#N/A,#N/A
2023/05/22,6775,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,65.44,293.43,#N/A,#N/A
2023/05/23,6775,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,66.32,269.1,#N/A,#N/A
2023/05/24,6775,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60.56,279.86,#N/A,#N/A
2023/05/25,6775,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,126.3,295.01,#N/A,#N/A
2023/05/26,6750,13.82,#N/A,83.68,#N/A,4.87,#N/A,63.87,309.08,#N/A,#N/A
2023/05/29,6775,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,85.1,243.73,#N/A,#N/A
2023/05/30,6825,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,73.48,299.13,#N/A,#N/A
2023/05/31,6750,#N/A,58.16,#N/A,79.49,#N/A,54.3,104.14,389.61,33574942,72212825
2023/06/01,6750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,56.89,315.19,#N/A,#N/A
2023/06/02,6800,14.13,#N/A,85.55,#N/A,4.07,#N/A,50.91,224.21,#N/A,#N/A
2023/06/05,6800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60.81,221.67,#N/A,#N/A
2023/06/06,6800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,40.42,237.96,#N/A,#N/A
2023/06/07,6775,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,51.67,218.91,#N/A,#N/A
2023/06/08,6775,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,41.69,238.91,#N/A,#N/A
2023/06/09,6725,14.17,#N/A,85.77,#N/A,3.93,#N/A,94.68,255.82,#N/A,#N/A
2023/06/12,6725,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,36.23,345.16,#N/A,#N/A
2023/06/13,6700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,91.66,270.12,#N/A,#N/A
2023/06/14,6725,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,161.71,173.37,#N/A,#N/A
2023/06/15,6725,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,53.14,164.17,#N/A,#N/A
2023/06/16,6725,13.97,#N/A,84.56,#N/A,3.53,#N/A,57.55,124.95,#N/A,#N/A
2023/06/19,6725,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,44.26,187.77,#N/A,#N/A
2023/06/20,6700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,66.52,165.27,#N/A,#N/A
2023/06/21,6700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,132.74,143.85,#N/A,#N/A
2023/06/23,#N/A,13.89,#N/A,84.07,#N/A,3.6,#N/A,#N/A,#N/A,#N/A,#N/A
2023/06/25,6700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,32.28,155.24,#N/A,#N/A
2023/06/26,6675,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,58.19,231.13,#N/A,#N/A
2023/06/27,6650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,63.77,225.95,#N/A,#N/A
2023/06/28,6650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,85.39,229.96,#N/A,#N/A
2023/06/29,6650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,58.92,190.2,#N/A,#N/A
2023/06/30,6650,13.87,59.9,84.56,84.61,4.93,55.62,94.53,163.17,30528063,73283462
2023/07/03,6675,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,57.94,130.7,#N/A,#N/A
2023/07/04,6675,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,81.1,126.22,#N/A,#N/A
2023/07/05,6675,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,47.92,137.67,#N/A,#N/A
2023/07/06,6675,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,52.11,137.72,#N/A,#N/A
2023/07/07,6725,14.05,#N/A,85.04,#N/A,5.09,#N/A,125.24,102.16,#N/A,#N/A
2023/07/10,6825,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,37.23,111.74,#N/A,#N/A
2023/07/11,6825,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,95.39,62.21,#N/A,#N/A
2023/07/12,6875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,39.17,50.43,#N/A,#N/A
2023/07/13,6875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,36.27,55.93,#N/A,#N/A
2023/07/14,6900,14.16,#N/A,84.86,#N/A,4.85,#N/A,69.9,25.4,#N/A,#N/A
2023/07/17,6850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,25.69,112.03,#N/A,#N/A
2023/07/18,6850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,26.35,104.18,#N/A,#N/A
2023/07/19,6850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34.78,93.32,#N/A,#N/A
2023/07/20,6850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,64.61,54.13,#N/A,#N/A
2023/07/21,6850,14.17,#N/A,84.83,#N/A,5.75,#N/A,76.13,12.8,#N/A,#N/A
2023/07/24,6800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60.47,33.14,#N/A,#N/A
2023/07/25,6800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,44.02,1.02,#N/A,#N/A
2023/07/26,6800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,46.2,-47,#N/A,#N/A
2023/07/27,6825,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,46.5,-20.63,#N/A,#N/A
2023/07/28,6850,14.29,#N/A,85.53,#N/A,6.46,#N/A,57.03,-59.94,#N/A,#N/A
2023/07/31,6900,#N/A,62.68,#N/A,84.93,#N/A,59.15,102.77,-66.78,30973112,66283221
2023/08/01,6875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,47.84,-62.73,#N/A,#N/A
2023/08/02,6875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,48.14,-17.64,#N/A,#N/A
2023/08/03,6850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,51.25,93.57,#N/A,#N/A
2023/08/04,6825,13.88,#N/A,83.07,#N/A,6.88,#N/A,38.6,91.21,#N/A,#N/A
2023/08/07,6800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,42.23,80.08,#N/A,#N/A
2023/08/08,6800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,40.22,101,#N/A,#N/A
2023/08/09,6825,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,71.72,95.96,#N/A,#N/A
2023/08/10,6825,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,53.55,76.93,#N/A,#N/A
2023/08/11,6850,13.64,#N/A,81.63,#N/A,8.07,#N/A,56.84,48.4,#N/A,#N/A
2023/08/14,6825,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,33.77,105.62,#N/A,#N/A
2023/08/15,6825,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,39.83,106.45,#N/A,#N/A
2023/08/16,6800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,40.07,87.13,#N/A,#N/A
2023/08/17,6800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,58.65,108.02,#N/A,#N/A
2023/08/18,6800,13.64,#N/A,81.66,#N/A,8.26,#N/A,83.97,35.74,#N/A,#N/A
2023/08/21,6865,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,85.64,-9.83,#N/A,#N/A
2023/08/22,6875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,37.62,-30.83,#N/A,#N/A
2023/08/23,6875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,58.63,-82.75,#N/A,#N/A
2023/08/24,6875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34.93,-34.49,#N/A,#N/A
2023/08/25,6895,13.68,#N/A,81.9,#N/A,6.98,#N/A,36.13,-54.2,#N/A,#N/A
2023/08/28,6895,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,51.59,-4.81,#N/A,#N/A
2023/08/29,6895,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50.66,-17.56,#N/A,#N/A
2023/08/30,6930,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,89.36,-57.28,#N/A,#N/A
2023/08/31,6935,#N/A,60.67,#N/A,81.99,#N/A,57.23,57.08,-87.38,32556814,66981420
2023/09/01,6955,13.82,#N/A,82.73,#N/A,7.61,#N/A,58.22,-119.64,#N/A,#N/A
2023/09/04,7015,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,76.96,-17.68,#N/A,#N/A
2023/09/05,7005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,54.11,-16.39,#N/A,#N/A
2023/09/06,7050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,79.65,-32.72,#N/A,#N/A
2023/09/07,7070,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,27.08,25.6,#N/A,#N/A
2023/09/08,7030,14.1,#N/A,84.41,#N/A,7.19,#N/A,35.97,71.91,#N/A,#N/A
2023/09/11,7060,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,66.86,-0.81,#N/A,#N/A
2023/09/12,7100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,138.32,-98.78,#N/A,#N/A
2023/09/13,7170,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,45.42,-28.54,#N/A,#N/A
2023/09/14,7200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,65.3,-43.63,#N/A,#N/A
2023/09/15,7300,14.28,#N/A,85.49,#N/A,5.99,#N/A,65.07,-25.02,#N/A,#N/A
2023/09/18,7295,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,47.03,46.27,#N/A,#N/A
2023/09/19,7295,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50.27,37.87,#N/A,#N/A
2023/09/20,7270,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,33.59,23.1,#N/A,#N/A
2023/09/21,7190,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,42.75,7.98,#N/A,#N/A
2023/09/22,7150,13.8,#N/A,82.6,#N/A,6.01,#N/A,72.08,-3.98,#N/A,#N/A
2023/09/25,7150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,55.37,66.45,#N/A,#N/A
2023/09/26,7100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,55.5,53.46,#N/A,#N/A
