指标名称,涤纶短纤：1.56*38mm半光本白：市场价：中国（日）,涤纶短纤：1.56*38mm水刺型：市场价：江苏（日）,涤纶短纤：4D*51mm低熔点：市场价：华东地区（日）,涤纶短纤：原生中空7D加硅：市场价：华东地区（日）,涤纶短纤：1.56*38mm半光本白：基差：中国（日）,聚酯纤维短纤：产量：中国（周）,聚酯纤维短纤：产量：中国（月）,聚酯纤维短纤：产能利用率：中国（周）,聚酯纤维短纤：产能利用率：中国（月）,聚酯纤维短纤：损失量：中国（月）,聚酯纤维短纤：厂内权益库存可用天数：中国（周）,聚酯纤维短纤：生产企业：物理库存天数：中国（周）,聚酯纤维短纤：表观消费量：中国（月）,聚酯纤维短纤：产销率：中国（日）,聚酯纤维短纤：生产毛利：中国（日）,未梳的聚酯短纤（包括未经其他纺前加工的）：进口数量合计：全球→中国（月）,未梳的聚酯短纤（包括未经其他纺前加工的）：出口数量合计：中国→全球（月）
2023/08/28,7500,7600,8700,7950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,49.1,-199.81,#N/A,#N/A
2023/08/29,7485,7600,8700,7950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,58.98,-227.56,#N/A,#N/A
2023/08/30,7540,7720,8800,8000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,153.29,-247.29,#N/A,#N/A
2023/08/31,7560,7720,8900,8000,#N/A,#N/A,667390,#N/A,78.4032,18.39,#N/A,#N/A,59.86,47.96,-262.38,9758635,101565403
2023/09/01,7590,7750,8900,8000,#N/A,151270,#N/A,78.7,#N/A,#N/A,8.28,14.78,#N/A,56.59,-284.64,#N/A,#N/A
2023/09/04,7550,7725,8900,8000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,46.21,-282.68,#N/A,#N/A
2023/09/05,7535,7725,8900,8000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,41.58,-286.39,#N/A,#N/A
2023/09/06,7625,7800,8900,8000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,53.49,-257.72,#N/A,#N/A
2023/09/07,7570,7800,8900,8000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,38.22,-259.41,#N/A,#N/A
2023/09/08,7540,7750,8900,8000,#N/A,148430,#N/A,76.8086,#N/A,#N/A,9.05,15.32,#N/A,57.22,-243.09,#N/A,#N/A
2023/09/11,7600,7800,8900,8000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,59.28,-260.82,#N/A,#N/A
2023/09/12,7680,7900,8900,8000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,126.95,-318.78,#N/A,#N/A
2023/09/13,7750,7925,9000,8050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,39.98,-248.54,#N/A,#N/A
2023/09/14,7785,7950,9000,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,54.67,-258.63,#N/A,#N/A
2023/09/15,7860,8000,9000,8150,#N/A,148260,#N/A,76.41,#N/A,#N/A,9.3,15.51,#N/A,32.04,-265.02,#N/A,#N/A
2023/09/18,7810,8000,9000,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,43.48,-238.74,#N/A,#N/A
2023/09/19,7820,8000,9000,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,51,-237.13,#N/A,#N/A
2023/09/20,7800,8000,9000,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,42.61,-246.9,#N/A,#N/A
2023/09/21,7740,7950,9100,8200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,38.48,-242.02,#N/A,#N/A
2023/09/22,7730,7950,9100,8200,#N/A,148650,#N/A,76.6114,#N/A,#N/A,9.36,15.61,#N/A,62.63,-223.98,#N/A,#N/A
2023/09/25,7695,7900,9100,8200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,65.14,-188.55,#N/A,#N/A
2023/09/26,7620,7850,9100,8200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,53.64,-226.54,#N/A,#N/A
2023/09/27,7620,7850,9100,8200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,108.24,-207.71,#N/A,#N/A
2023/09/28,7700,7900,9100,8200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,95.34,-190.87,#N/A,#N/A
2023/09/29,#N/A,#N/A,#N/A,#N/A,#N/A,152530,#N/A,78.6114,#N/A,#N/A,8.5,14.66,#N/A,#N/A,#N/A,#N/A,#N/A
2023/09/30,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,641610,#N/A,77.2297,17.75,#N/A,#N/A,57.37,#N/A,#N/A,9069205,99731541
2023/10/06,#N/A,#N/A,#N/A,#N/A,#N/A,153090,#N/A,78.9,#N/A,#N/A,10.89,17.93,#N/A,#N/A,#N/A,#N/A,#N/A
2023/10/07,7560,7800,9100,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34.6,-16.27,#N/A,#N/A
2023/10/08,7560,7800,9050,8100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,29.67,-36.64,#N/A,#N/A
2023/10/09,7530,7800,9050,8100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.74,-153.14,#N/A,#N/A
2023/10/10,7500,7800,9050,8100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,81.13,-130.18,#N/A,#N/A
2023/10/11,7460,7800,9050,8100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50.11,-142.86,#N/A,#N/A
2023/10/12,7410,7750,9050,8100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,53.21,-116.62,#N/A,#N/A
2023/10/13,7410,7750,9050,8100,#N/A,153090,#N/A,78.9,#N/A,#N/A,8.65,15.69,#N/A,80.98,-118,#N/A,#N/A
2023/10/16,7435,7750,9050,8100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,56.72,-136.68,#N/A,#N/A
2023/10/17,7420,7750,9050,8100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,44.23,-110.97,#N/A,#N/A
2023/10/18,7435,7750,9050,8100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,51.28,-110.21,#N/A,#N/A
2023/10/19,7420,7750,9050,8100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,39.72,-80.18,#N/A,#N/A
2023/10/20,7420,7750,9050,8100,#N/A,153090,#N/A,78.9,#N/A,#N/A,8.71,14.82,#N/A,78.42,-103.8,#N/A,#N/A
2023/10/23,7355,7650,9050,8100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,63.38,-57.74,#N/A,#N/A
2023/10/24,7390,7650,9050,8100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,75.42,-54.1,#N/A,#N/A
2023/10/25,7400,7650,9050,8100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,136.12,-142.33,#N/A,#N/A
2023/10/26,7410,7650,9050,8100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,53.75,-156.3,#N/A,#N/A
2023/10/27,7410,7650,9050,8100,#N/A,153870,#N/A,79.3014,#N/A,#N/A,8.46,14.43,#N/A,60.26,-133.08,#N/A,#N/A
2023/10/30,7430,7650,9050,8100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,72.3,-186.43,#N/A,#N/A
2023/10/31,7410,7650,9000,8050,#N/A,#N/A,681150,#N/A,79.2697,17.82,#N/A,#N/A,60.88,36.07,-201.32,8838706,105178296
2023/11/01,7420,7650,9000,8050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,46.83,-205.04,#N/A,#N/A
2023/11/02,7390,7650,8950,8000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,38.72,-196.04,#N/A,#N/A
2023/11/03,7430,7650,8950,8000,#N/A,156510,#N/A,80.5357,#N/A,#N/A,8.38,14.56,#N/A,75.16,-222.75,#N/A,#N/A
2023/11/06,7390,7650,8950,8000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,40.24,-211.82,#N/A,#N/A
2023/11/07,7390,7650,8950,8000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,54.34,-237.98,#N/A,#N/A
2023/11/08,7350,7600,8950,8000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,45.62,-200.13,#N/A,#N/A
2023/11/09,7370,7600,8950,8000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,65.18,-211.7,#N/A,#N/A
2023/11/10,7380,7600,8950,8000,#N/A,157180,#N/A,79.9971,#N/A,#N/A,8.55,14.67,#N/A,50.39,-228.55,#N/A,#N/A
2023/11/13,7350,7600,8950,8000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,54.08,-203.88,#N/A,#N/A
2023/11/14,7370,7600,8900,7900,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,95.77,-244.48,#N/A,#N/A
2023/11/15,7390,7600,8900,7900,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,65.46,-268.62,#N/A,#N/A
2023/11/16,7400,7600,8900,7900,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,47.83,-312.95,#N/A,#N/A
2023/11/17,7435,7650,8900,7900,#N/A,158050,#N/A,80.0114,#N/A,#N/A,8.57,14.78,#N/A,47.03,-348.87,#N/A,#N/A
2023/11/20,7435,7700,8900,7900,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,35.79,-347.68,#N/A,#N/A
2023/11/21,7370,7700,8900,7900,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,33.36,-316.03,#N/A,#N/A
2023/11/22,7330,7650,8900,7900,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,33.69,-228.8,#N/A,#N/A
2023/11/23,7300,7600,8900,7900,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,35.64,-212.77,#N/A,#N/A
2023/11/24,7300,7600,8900,7900,#N/A,157990,#N/A,79.98,#N/A,#N/A,8.63,14.9,#N/A,43.67,-204.52,#N/A,#N/A
2023/11/27,7240,7550,8900,7900,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,49.52,-209.83,#N/A,#N/A
2023/11/28,7225,7550,8900,7900,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,51.91,-199.18,#N/A,#N/A
2023/11/29,7200,7550,8900,7900,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,44.14,-172.33,#N/A,#N/A
2023/11/30,7210,7550,8900,7900,#N/A,#N/A,675970,#N/A,80.0127,16.89,#N/A,#N/A,60.49,134.38,-218.48,10862735,105671031
2023/12/01,7210,7550,8900,7900,#N/A,157990,#N/A,79.98,#N/A,#N/A,8.66,14.96,#N/A,32.15,-231.08,#N/A,#N/A
2023/12/04,7190,7550,8900,7900,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,35.42,-221.78,#N/A,#N/A
2023/12/05,7170,7550,8850,7800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30.26,-212.28,#N/A,#N/A
2023/12/06,7170,7550,8850,7800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,73.64,-225.97,#N/A,#N/A
2023/12/07,7160,7550,8850,7800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,51.02,-238.84,#N/A,#N/A
2023/12/08,7180,7550,8850,7800,#N/A,157660,#N/A,79.8129,#N/A,#N/A,8.96,15.26,#N/A,117.14,-273.75,#N/A,#N/A
2023/12/11,7180,7550,8850,7800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,42.84,-271.34,#N/A,#N/A
2023/12/12,7180,7550,8850,7800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,51.95,-293.99,#N/A,#N/A
2023/12/13,7095,7450,8850,7800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,39,-282.25,#N/A,#N/A
2023/12/14,7070,7450,8850,7800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,39.54,-276.33,#N/A,#N/A
2023/12/15,7125,7450,8850,7800,#N/A,158100,#N/A,80.0357,#N/A,#N/A,9.18,15.74,#N/A,126.9,-276.73,#N/A,#N/A
2023/12/18,7125,7400,8850,7800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,42.15,-302.54,#N/A,#N/A
2023/12/19,7155,7400,8850,7800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,67.62,-327.12,#N/A,#N/A
2023/12/20,7190,7400,8850,7800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70.47,-380.58,#N/A,#N/A
2023/12/21,7220,7400,8750,7800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,65.27,-425.51,#N/A,#N/A
2023/12/22,7250,7450,8700,7800,#N/A,155760,#N/A,78.6943,#N/A,#N/A,10.33,17.11,#N/A,49.55,-462.12,#N/A,#N/A
2023/12/25,7250,7450,8700,7800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80.92,-418.3,#N/A,#N/A
2023/12/26,7270,7450,8650,7800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,28.27,-409.5,#N/A,#N/A
2023/12/27,7275,7450,8650,7800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,62.83,-435.97,#N/A,#N/A
2023/12/28,7275,7450,8650,7800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,82.55,-433.55,#N/A,#N/A
2023/12/29,7260,7450,8650,7800,#N/A,153580,#N/A,77.2,#N/A,#N/A,10.8,17.82,#N/A,32.75,-404.92,#N/A,#N/A
2023/12/31,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,690920,#N/A,78.7677,18.63,#N/A,#N/A,62.99,#N/A,#N/A,8899672,90187558
2024/01/02,7260,7450,8650,7800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50.84,-487.68,#N/A,#N/A
2024/01/03,7250,7450,8650,7800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30.41,-447.7,#N/A,#N/A
2024/01/04,7265,7450,8700,7850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,32.04,-433.29,#N/A,#N/A
2024/01/05,7230,7400,8700,7850,#N/A,153580,#N/A,78.1343,#N/A,#N/A,11.89,18.79,#N/A,47.92,-480.26,#N/A,#N/A
2024/01/08,7230,7400,8700,7850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34.89,-435.18,#N/A,#N/A
2024/01/09,7195,7350,8700,7850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,29.57,-382.65,#N/A,#N/A
2024/01/10,7195,7350,8700,7850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,39.61,-383.58,#N/A,#N/A
2024/01/11,7190,7350,8700,7850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,37.33,-357.07,#N/A,#N/A
2024/01/12,7210,7350,8700,7850,#N/A,153580,#N/A,79.38,#N/A,#N/A,11.9,18.9,#N/A,76.27,-384.63,#N/A,#N/A
2024/01/15,7205,7350,8700,7850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,37.98,-413.71,#N/A,#N/A
2024/01/16,7270,7400,8700,7850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,88.59,-400.08,#N/A,#N/A
2024/01/17,7270,7400,8700,7850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,29.74,-421.2,#N/A,#N/A
2024/01/18,7310,7400,8700,7850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,61.87,-420.74,#N/A,#N/A
2024/01/19,7315,7400,8700,7850,#N/A,153280,#N/A,79.2257,#N/A,#N/A,12.52,19.13,#N/A,41.51,-413.25,#N/A,#N/A
2024/01/22,7340,7400,8700,7850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,55.91,-424.05,#N/A,#N/A
2024/01/23,7340,7400,8700,7850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,92.06,-456.4,#N/A,#N/A
2024/01/24,7350,7400,8800,7950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,36.62,-511.84,#N/A,#N/A
2024/01/25,7350,7400,8800,7950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,44.91,-563.98,#N/A,#N/A
2024/01/26,7375,7500,8800,7950,#N/A,143090,#N/A,73.9571,#N/A,#N/A,11.12,18.05,#N/A,32.28,-556.83,#N/A,#N/A
2024/01/29,7360,7500,8800,7950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,32.55,-584.14,#N/A,#N/A
2024/01/30,7340,7500,8800,7950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,25.78,-568.86,#N/A,#N/A
2024/01/31,7335,7500,8800,7950,#N/A,#N/A,658100,#N/A,76.7355,19.88,#N/A,#N/A,59.35,19.76,-561.53,11118430,97273744
2024/02/01,7280,7475,8800,7950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,20.98,-553.58,#N/A,#N/A
2024/02/02,7260,7475,8800,7950,#N/A,139640,#N/A,72.1671,#N/A,#N/A,9.46,16.24,#N/A,16.13,-511.66,#N/A,#N/A
2024/02/04,7260,7475,8800,7950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,15.48,-479.31,#N/A,#N/A
2024/02/05,7260,7475,8800,7950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,20.37,-514.56,#N/A,#N/A
2024/02/06,7260,7475,8800,7950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,13.97,-502.49,#N/A,#N/A
2024/02/07,7260,7475,8800,7950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,17.92,-553.29,#N/A,#N/A
2024/02/08,7260,7475,8800,7950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.3,-548.3,#N/A,#N/A
2024/02/09,#N/A,#N/A,#N/A,#N/A,#N/A,123410,#N/A,63.7871,#N/A,#N/A,9.97,17.91,#N/A,#N/A,#N/A,#N/A,#N/A
2024/02/16,#N/A,#N/A,#N/A,#N/A,#N/A,118050,#N/A,61.0143,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2024/02/18,7400,7550,8800,7950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,28.41,-497.8,#N/A,#N/A
2024/02/19,7400,7550,8800,7950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,26.37,-510.53,#N/A,#N/A
2024/02/20,7380,7550,9000,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,20.92,-450.33,#N/A,#N/A
2024/02/21,7310,7550,9000,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,25.4,-472.82,#N/A,#N/A
2024/02/22,7310,7550,9050,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,28.98,-525.45,#N/A,#N/A
2024/02/23,7320,7550,9050,8150,#N/A,125240,#N/A,64.7286,#N/A,#N/A,13.92,23.94,#N/A,50.07,-519.73,#N/A,#N/A
2024/02/26,7285,7550,9050,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,29.86,-484.16,#N/A,#N/A
2024/02/27,7350,7550,9050,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,49.9,-446.3,#N/A,#N/A
2024/02/28,7360,7550,9050,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,33.85,-476.96,#N/A,#N/A
2024/02/29,7345,7550,9050,8150,#N/A,#N/A,519490,#N/A,64.81,28.21,#N/A,#N/A,47.26,34.97,-461.21,7254827,69884742
2024/03/01,7335,7550,9050,8150,#N/A,133540,#N/A,69.0186,#N/A,#N/A,13.21,23.03,#N/A,26.68,-441.54,#N/A,#N/A
2024/03/04,7345,7550,9050,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,40.59,-446.63,#N/A,#N/A
2024/03/05,7275,7500,9050,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34.48,-418.91,#N/A,#N/A
2024/03/06,7265,7500,9050,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,53.56,-418.5,#N/A,#N/A
2024/03/07,7265,7500,9000,8100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30.75,-434.68,#N/A,#N/A
2024/03/08,7265,7500,9000,8100,#N/A,138600,#N/A,71.64,#N/A,#N/A,12.97,24.11,#N/A,50.47,-405.43,#N/A,#N/A
2024/03/11,7245,7500,9000,8100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,43.03,-404.8,#N/A,#N/A
2024/03/12,7270,7500,9000,8100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,39.98,-410.56,#N/A,#N/A
2024/03/13,7280,7500,9000,8100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30.26,-384,#N/A,#N/A
2024/03/14,7325,7500,9000,8100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,75.05,-375.05,#N/A,#N/A
2024/03/15,7380,7550,9000,8100,#N/A,134640,#N/A,69.5871,#N/A,#N/A,11.99,24.05,#N/A,60.02,-404.75,#N/A,#N/A
2024/03/18,7360,7550,9000,8100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,40.77,-380.36,#N/A,#N/A
2024/03/19,7395,7550,9000,8100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,43.6,-374.43,#N/A,#N/A
2024/03/20,7395,7550,9000,8100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,31.2,-360.27,#N/A,#N/A
2024/03/21,7325,7500,8900,8100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,31.89,-334.72,#N/A,#N/A
2024/03/22,7310,7500,8900,8100,#N/A,141160,#N/A,72.9571,#N/A,#N/A,10.06,21.26,#N/A,43.38,-340.5,#N/A,#N/A
2024/03/25,7320,7500,8900,8000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,54.95,-376.93,#N/A,#N/A
2024/03/26,7315,7500,8900,8000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,43.75,-375.65,#N/A,#N/A
2024/03/27,7370,7500,8900,8000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80.65,-351.66,#N/A,#N/A
2024/03/28,7385,7500,8850,7950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,41.69,-358.37,#N/A,#N/A
2024/03/29,7395,7500,8850,7950,#N/A,148180,#N/A,76.5871,#N/A,#N/A,9.14,19.97,#N/A,40.69,-354.5,#N/A,#N/A
2024/03/31,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,626600,#N/A,73.13,23.02,#N/A,#N/A,54.42,#N/A,#N/A,8012764,111817656
2024/04/01,7430,7500,8850,7950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,93.34,-393,#N/A,#N/A
2024/04/02,7460,7500,8850,7950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,38.66,-385.38,#N/A,#N/A
2024/04/03,7460,7500,8850,7950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,33.71,-394.3,#N/A,#N/A
2024/04/05,#N/A,#N/A,#N/A,#N/A,#N/A,149380,#N/A,77.21,#N/A,#N/A,9.51,19.55,#N/A,#N/A,#N/A,#N/A,#N/A
2024/04/07,7480,7500,8850,7950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,43.85,-381,#N/A,#N/A
2024/04/08,7460,7500,8650,7950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,27.64,-347.59,#N/A,#N/A
2024/04/09,7450,7500,8600,7950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,25.62,-346.03,#N/A,#N/A
2024/04/10,7445,7500,8600,7950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,35.85,-336.05,#N/A,#N/A
2024/04/11,7405,7500,8550,7950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34.42,-355.15,#N/A,#N/A
2024/04/12,7365,7500,8550,7950,#N/A,148180,#N/A,76.6,#N/A,#N/A,9.6,19.63,#N/A,42.06,-381.07,#N/A,#N/A
2024/04/15,7370,7500,8550,7950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,52.65,-407.3,#N/A,#N/A
